yyyy-mm-dd, hh:mm:ss.ss, lat, lon, depth, ML, Nsta, RMS, intensity, induced, locality
2020-01-06, 02:35:08.7, 51.602, -3.523, 4.8, 1.8, 10, 0.4, , , OGMORE VALE,BRIDGEND
2020-01-06, 03:56:23.0, 51.119, -3.009, 3.5, 1.4, 6, 0.2, , , BRIDGWATER,SOMERSET
2020-01-07, 10:36:46.3, 57.142, -5.482, 6.4, 2.3, 7, 0.3, 2 , , ARNISDALE,HIGHLAND
2020-01-08, 21:00:32.9, 52.120, -2.338, 7.8, 0.8, 6, 0.3, , , MALVERN,WORCESTERSHIRE
2020-01-11, 17:13:30.9, 53.385, -4.408, 16.0, 0.9, 3, 0.0, , , BODEWRYD,ANGLESEY
2020-01-15, 20:27:48.0, 54.353, -0.571, 24.1, 1.9, 11, 0.1, , , FYLINGDALES,N YORKSHIRE
2020-01-17, 07:45:43.0, 56.134, -3.863, 7.8, 1.0, 4, 0.1, , , TULLIBODY,CLACKS
2020-01-21, 11:59:09.1, 56.107, -4.019, 7.7, 1.1, 6, 0.3, , , CAMBUSBARRON,STIRLING
2020-01-22, 17:25:20.2, 56.101, -4.015, 7.8, 0.6, 5, 0.2, , , CAMBUSBARRON,STIRLING
2020-01-23, 05:57:00.3, 54.594, -1.314, 4.6, 3.1, 42, 0.1, 5 , , STOCKTON,COUNTY DURHAM
2020-01-24, 00:59:20.1, 56.930, -5.849, 5.9, 0.7, 5, 0.4, , , ARISAIG,HIGHLAND
2020-01-26, 15:48:22.2, 56.934, -5.852, 6.8, 1.1, 5, 0.3, , , ARISAIG,HIGHLAND
2020-01-26, 22:27:19.5, 55.236, -6.110, 3.9, 1.0, 6, 0.1, , , FAIR HEAD,CO ANTRIM
2020-01-29, 07:27:41.1, 55.229, -6.098, 4.9, 1.1, 6, 0.1, , , FAIR HEAD,CO ANTRIM
2020-01-31, 11:53:33.8, 52.269, -0.831, 7.4, 2.2, 10, 0.2, 2 , , NORTHAMPTON,NORTHANTS
2020-02-01, 01:20:28.4, 53.314, 3.163, 10.0, 2.9, 5, 0.5, , , SOUTHERN NORTH SEA
2020-02-01, 01:19:39.4, 53.314, 3.163, 10.0, 2.7, 5, 0.5, , , SOUTHERN NORTH SEA
2020-02-03, 00:36:10.4, 55.797, -6.357, 7.5, 1.7, 8, 0.4, 3 , , ISLAY,ARGYLL & BUTE
2020-02-05, 17:38:35.1, 52.854, -5.360, 8.5, 0.9, 7, 0.2, , , IRISH SEA
2020-02-07, 03:11:37.4, 56.122, -3.968, 7.6, 0.4, 7, 0.2, , , CAMBUSBARRON,STIRLING
2020-02-07, 15:04:52.4, 53.336, 2.523, 10.0, 2.4, 7, 0.4, , , SOUTHERN NORTH SEA
2020-02-13, 08:44:13.7, 56.462, -5.369, 7.2, 1.2, 4, 0.2, 2 , , CONNEL,ARGYLL & BUTE
2020-02-13, 19:13:03.3, 53.017, -5.561, 10.4, 1.0, 5, 0.1, , , IRISH SEA
2020-02-17, 08:41:05.0, 56.967, -5.557, 7.3, 0.9, 4, 0.2, , , LOCH NEVIS,HIGHLAND
2020-02-19, 21:27:19.3, 55.766, -6.263, 7.9, 0.8, 4, 0.1, , , ISLAY,ARGYLL & BUTE
2020-02-20, 03:27:41.5, 53.515, -1.136, 6.6, 1.4, 14, 0.2, , , DONCASTER,S YORKSHIRE
2020-02-20, 13:22:31.1, 55.798, -6.398, 7.4, 1.0, 3, 0.3, , , ISLAY,ARGYLL & BUTE
2020-02-20, 13:50:57.0, 55.816, -6.349, 7.1, 1.6, 7, 0.5, , , ISLAY,ARGYLL & BUTE
2020-02-22, 18:43:02.2, 55.679, 3.002, 11.3, 4.0, 27, 0.4, , , CENTRAL NORTH SEA
2020-03-03, 20:33:54.2, 52.834, -1.173, 6.5, 1.1, 7, 0.2, , , EAST LEAKE,NOTTS
2020-03-12, 23:25:35.7, 53.537, -2.283, 13.4, 1.3, 7, 0.1, , , PRESTWICH,GTR MAN
2020-03-12, 23:26:20.8, 53.539, -2.280, 12.9, 1.6, 9, 0.1, , , PRESTWICH,GTR MAN
2020-03-14, 04:19:10.5, 52.137, -2.335, 5.4, 1.7, 12, 0.3, , , MALVERN,WORCESTERSHIRE
2020-03-15, 05:11:49.2, 60.238, 1.954, 10.6, 2.0, 6, 0.3, , , NORTHERN NORTH SEA
2020-03-16, 22:01:00.9, 56.749, -5.870, 7.2, 1.5, 5, 0.4, 3 , , KENTRA,HIGHLAND
2020-03-17, 01:42:10.4, 54.211, -2.940, 4.8, 0.4, 3, 0.2, , , CARTMEL,CUMBRIA
2020-03-22, 03:10:09.2, 54.214, -2.948, 5.1, 0.1, 5, 0.2, , , CARTMEL,CUMBRIA
2020-03-24, 00:58:44.8, 53.019, -2.921, 7.2, 0.6, 7, 0.4, , , MARCHWEIL,WREXHAM
2020-03-24, 17:01:32.6, 51.989, -2.862, 15.2, 0.5, 5, 0.1, , , PONTRILAS,HEREFORDSHIRE
2020-03-24, 17:19:20.1, 51.985, -2.886, 16.1, 2.3, 15, 0.2, , , PONTRILAS,HEREFORDSHIRE
2020-03-27, 03:25:27.7, 53.346, 4.002, 10.0, 2.8, 18, 0.5, , , SOUTHERN NORTH SEA
2020-03-27, 05:40:10.1, 55.791, -6.391, 7.4, 0.8, 5, 0.3, , , ISLAY,ARGYLL & BUTE
2020-03-27, 11:27:02.6, 54.528, -2.667, 12.6, 0.4, 4, 0.2, , , SHAP,CUMBRIA
2020-03-28, 16:09:46.1, 50.857, -2.939, 9.1, 1.3, 5, 0.2, , , CHARD,SOMERSET
2020-04-01, 06:19:21.2, 54.194, -2.966, 6.5, 0.3, 5, 0.3, , , CARTMEL,CUMBRIA
2020-04-04, 15:28:17.1, 52.013, -1.126, 4.6, 2.2, 15, 0.4, , , BRACKLEY,NORTHANTS
2020-04-06, 02:51:07.3, 54.206, -2.973, 7.5, 0.8, 8, 0.2, , , CARTMEL,CUMBRIA
2020-04-06, 21:27:17.2, 56.289, -6.256, 8.3, 1.4, 9, 0.3, 2 , , MULL,ARGYLL & BUTE
2020-04-09, 00:57:00.1, 51.669, -3.201, 3.3, 0.7, 4, 0.1, , , BLACKWOOD,CAERPHILLY
2020-04-11, 11:41:29.2, 55.249, -3.498, 2.4, 0.3, 6, 0.5, , , ST ANN'S,D & G
2020-04-11, 14:55:31.5, 51.950, -3.506, 14.9, 0.7, 9, 0.3, , , SENNYBRIDGE,POWYS
2020-04-11, 17:53:53.2, 53.389, -4.435, 12.6, 0.2, 4, 0.1, , , LLANFECHELL,ANGLESEY
2020-04-12, 05:30:14.2, 55.233, -3.506, 2.5, 0.8, 6, 0.5, , , ST ANN'S,D & G
2020-04-12, 07:52:56.4, 55.238, -3.520, 2.5, 0.8, 8, 0.4, , , ST ANN'S,D & G
2020-04-12, 13:53:12.3, 53.937, -3.694, 7.8, 0.9, 8, 0.4, , , IRISH SEA
2020-04-12, 14:42:44.0, 52.266, 0.468, 7.4, 0.7, 3, 0.1, , , NEWMARKET,SUFFOLK
2020-04-14, 18:01:03.1, 57.762, -3.690, 2.6, 0.7, 5, 0.2, , , MORAY FIRTH
2020-04-15, 04:07:41.3, 52.275, 0.441, 4.7, 0.4, 3, 0.1, , , NEWMARKET,SUFFOLK
2020-04-15, 16:04:22.8, 55.092, -4.179, 9.3, 0.6, 8, 0.3, , , DALRY,D & G
2020-04-16, 06:11:37.4, 57.641, -5.593, 2.6, 0.7, 4, 0.4, , , TALLADALE,HIGHLAND
2020-04-16, 12:07:50.5, 57.647, -5.637, 2.4, 1.6, 6, 0.5, , , SHIELDAIG,HIGHLAND
2020-04-17, 13:01:35.5, 53.046, -2.139, 2.5, 1.7, 12, 0.3, , , BAGNALL,STAFFORDSHIRE
2020-04-17, 17:11:38.5, 55.273, -3.535, 2.4, 0.5, 6, 0.3, , , BEATTOCK,D & G
2020-04-19, 17:45:41.4, 54.235, -3.795, 7.7, 0.2, 7, 0.3, , , IRISH SEA
2020-04-20, 01:19:27.2, 55.234, -3.518, 2.5, 0.3, 8, 0.5, , , ST ANN'S,D & G
2020-04-22, 22:59:32.8, 56.633, -5.202, 10.7, 0.6, 5, 0.4, , , DUROR,HIGHLAND
2020-04-23, 05:30:49.8, 53.029, 2.162, 10.0, 3.3, 23, 0.5, , , SOUTHERN NORTH SEA
2020-04-25, 04:11:52.6, 53.957, -3.310, 2.5, 0.8, 13, 0.5, , , IRISH SEA
2020-04-26, 06:37:52.5, 55.646, -5.848, 6.9, 0.6, 5, 0.5, , , GIGHA,ARGYLL & BUTE
2020-04-27, 17:02:03.9, 52.931, -4.364, 10.7, 0.7, 4, 0.1, , , LLANARMON,GWYNEDD
2020-04-29, 00:11:25.6, 51.172, -0.256, 3.1, -0.3, 5, 0.0, , , NEWDIGATE,SURREY
2020-05-01, 03:52:59.9, 56.412, -5.762, 2.7, 1.4, 9, 0.3, 3 , , MULL,ARGYLL & BUTE
2020-05-05, 04:35:26.2, 51.666, -3.219, 3.9, 1.3, 4, 0.1, , , BLACKWOOD,CAERPHILLY
2020-05-06, 05:12:16.0, 52.357, -3.136, 8.5, 1.5, 7, 0.2, , , KNIGHTON,POWYS
2020-05-08, 22:25:19.8, 57.779, -5.633, 7.5, 0.7, 5, 0.3, , , POOLEWE,HIGHLAND
2020-05-09, 19:17:43.7, 51.150, -3.091, 7.8, 1.4, 8, 0.2, , , CANNINGTON,SOMERSET
2020-05-10, 03:55:18.5, 53.200, 0.523, 9.3, 0.9, 4, 0.1, , , SOUTHERN NORTH SEA
2020-05-13, 09:24:06.4, 51.666, -3.224, 3.6, 1.1, 4, 0.1, , , BLACKWOOD,CAERPHILLY
2020-05-13, 12:11:10.2, 55.935, -4.317, 7.7, 1.3, 8, 0.2, , , MILNGAVIE,E DUNB'SHIRE
2020-05-14, 03:52:54.7, 54.164, -4.104, 9.1, 0.5, 9, 0.3, , , IRISH SEA
2020-05-14, 09:59:10.5, 56.365, -5.456, 4.5, 0.9, 4, 0.1, , , KILBRIDE,ARGYLL & BUTE
2020-05-14, 21:21:28.0, 54.234, -2.796, 2.9, 0.4, 4, 0.2, , , MILNTHORPE,CUMBRIA
2020-05-14, 22:53:02.7, 56.382, -5.738, 11.7, 1.8, 12, 0.3, 3 , , MULL,ARGYLL & BUTE
2020-05-14, 23:55:55.4, 51.757, -3.923, 10.1, 1.0, 9, 0.3, , , GARNSWLLT,SWANSEA
2020-05-15, 01:32:02.5, 55.089, -0.506, 8.9, 1.6, 13, 0.2, , , CENTRAL NORTH SEA
2020-05-15, 18:01:34.3, 56.077, -5.145, 11.3, 0.6, 5, 0.1, , , DUNANS,ARGYLL & BUTE
2020-05-23, 12:50:59.0, 56.430, -5.605, 2.5, 1.1, 5, 0.1, , , MULL,ARGYLL & BUTE
2020-05-24, 15:16:56.9, 51.157, -0.250, 2.4, 0.6, 4, 0.0, , , NEWDIGATE,SURREY
2020-05-24, 17:36:20.9, 51.896, -0.937, 8.8, 1.6, 9, 0.3, , , QUAINTON,BUCKS
2020-05-27, 09:04:25.0, 56.285, -3.723, 2.5, 0.7, 7, 0.3, , , BLACKFORD,PERTH/KINROSS
2020-05-29, 17:19:05.4, 52.878, -2.143, 10.6, 0.8, 6, 0.2, , , STONE,STAFFORDSHIRE
2020-05-31, 21:15:39.9, 53.147, -1.707, 7.0, 0.7, 7, 0.3, , , GRATTON,DERBYSHIRE
2020-06-02, 05:51:19.9, 55.667, -4.824, 7.7, 0.8, 7, 0.2, , , ARDROSSAN,AYRSHIRE
2020-06-03, 18:38:06.4, 55.661, -4.813, 7.7, 1.4, 11, 0.3, , , ARDROSSAN,AYRSHIRE
2020-06-04, 00:27:21.9, 55.665, -4.810, 7.7, 1.1, 11, 0.2, , , ARDROSSAN,AYRSHIRE
2020-06-04, 12:48:16.0, 52.562, -1.903, 7.9, 2.1, 9, 0.3, 3 , , WALSALL,WEST MIDLANDS
2020-06-04, 17:31:22.0, 55.667, -4.789, 7.4, 0.8, 7, 0.3, , , ARDROSSAN,AYRSHIRE
2020-06-04, 19:05:52.4, 55.675, -4.787, 8.2, 0.5, 6, 0.4, , , ARDROSSAN,AYRSHIRE
2020-06-06, 14:19:36.0, 53.636, -4.925, 5.6, 1.0, 7, 0.4, , , IRISH SEA
2020-06-06, 14:22:39.2, 56.390, -4.008, 2.8, 2.2, 9, 0.2, 4 , , COMRIE,PERTH & KINROSS
2020-06-07, 04:02:32.0, 52.568, -0.876, 8.0, 1.0, 5, 0.5, , , GOADBY,LEICESTERSHIRE
2020-06-07, 11:52:36.3, 55.570, -2.977, 5.3, 0.7, 6, 0.2, , , YARROWFORD,BORDERS
2020-06-08, 19:15:54.9, 51.580, -3.473, 11.1, 0.8, 6, 0.2, , , HENDREFORGAN,RHONDDA CT
2020-06-11, 06:13:43.4, 51.807, -2.455, 7.3, 1.0, 5, 0.1, , , NEWNHAM,GLOUCESTERSHIRE
2020-06-11, 10:27:43.8, 55.668, -4.804, 7.7, 1.2, 9, 0.3, , , ARDROSSAN,AYRSHIRE
2020-06-13, 12:47:04.5, 55.662, -4.822, 8.1, 1.2, 9, 0.3, , , ARDROSSAN,AYRSHIRE
2020-06-16, 02:13:11.8, 53.048, -2.129, 3.2, 0.9, 8, 0.2, , , STOKE-ON-TRENT,STAFFS
2020-06-17, 05:54:29.5, 51.546, -2.939, 20.7, 0.8, 6, 0.2, , , GOLDCLIFF,NEWPORT
2020-06-26, 00:40:19.1, 53.720, -2.434, 8.4, 1.3, 9, 0.2, , , BELTHORN,LANCASHIRE
2020-06-26, 06:11:07.8, 51.549, -2.922, 22.0, 1.1, 7, 0.2, , , GOLDCLIFF,NEWPORT
2020-07-01, 04:21:21.1, 56.214, -6.035, 10.9, 1.7, 10, 0.3, , , MULL,ARGYLL & BUTE
2020-07-01, 14:36:51.0, 52.306, -1.791, 7.7, 1.2, 8, 0.2, , , HENLEY,WARWICKSHIRE
2020-07-01, 16:37:40.7, 55.633, -2.192, 4.3, 0.9, 7, 0.3, , , BRANXTON,NORTHUMBERLAND
2020-07-03, 18:37:45.7, 54.688, -3.204, 8.4, 0.4, 7, 0.2, , , BASSENTHWAITE,CUMBRIA
2020-07-04, 13:37:30.1, 55.925, -4.349, 3.9, 1.2, 8, 0.4, , , BEARSDEN,E DUNB'SHIRE
2020-07-07, 19:39:12.8, 55.582, -2.972, 4.5, 0.8, 7, 0.2, , , YARROWFORD,BORDERS
2020-07-08, 02:41:51.8, 55.596, -2.172, 4.0, 0.7, 7, 0.4, , , HOWTEL,NORTHUMBERLAND
2020-07-08, 20:40:01.8, 55.589, -2.953, 3.8, 1.0, 7, 0.3, , , YARROWFORD,BORDERS
2020-07-10, 14:36:12.0, 51.575, -3.053, 20.3, 1.6, 7, 0.3, , , ROGERSTONE,NEWPORT
2020-07-10, 16:22:49.2, 52.509, -1.524, 9.3, 2.0, 10, 0.3, , , NUNEATON,WARWICKSHIRE
2020-07-18, 01:58:05.7, 54.859, -1.450, 13.8, 1.2, 12, 0.2, , , NEWBOTTLE,TYNE & WEAR
2020-07-18, 06:51:56.6, 53.334, -4.505, 11.4, 0.8, 6, 0.3, , , ANGLESEY,GWYNEDD
2020-07-19, 20:40:44.7, 56.641, -5.662, 8.6, 0.9, 5, 0.2, , , STRONTIAN,HIGHLAND
2020-07-21, 02:05:10.1, 54.641, -2.656, 12.2, 0.1, 5, 0.2, , , PENRITH,CUMBRIA
2020-07-24, 06:38:20.7, 53.186, -2.555, 7.7, 0.8, 8, 0.2, , , WINSFORD,CHESHIRE
2020-07-27, 04:05:30.6, 56.201, -4.937, 8.6, 0.1, 4, 0.3, , , LOCH GOIL,ARGYLL/BUTE
2020-07-29, 23:15:56.4, 60.902, 4.058, 10.0, 3.1, 8, 0.3, , , NORTHERN NORTH SEA
2020-07-30, 02:00:13.6, 56.196, -4.937, 8.7, 0.5, 3, 0.4, , , LOCH GOIL,ARGYLL/BUTE
2020-07-30, 03:24:25.8, 56.390, -6.150, 7.2, 0.8, 5, 0.4, , , MULL,ARGYLL & BUTE
2020-07-30, 05:00:33.1, 56.190, -4.936, 8.5, 0.2, 3, 0.4, , , LOCH GOIL,ARGYLL/BUTE
2020-07-31, 11:29:23.5, 56.177, -4.940, 8.4, 1.3, 8, 0.5, , , LOCH GOIL,ARGYLL/BUTE
2020-07-31, 11:37:08.3, 56.206, -4.949, 7.4, 0.5, 3, 0.3, , , LOCH GOIL,ARGYLL/BUTE
2020-08-01, 11:18:10.2, 56.260, -5.299, 4.4, 0.7, 3, 0.2, , , DALAVICH,ARGYLL & BUTE
2020-08-02, 14:21:50.0, 50.223, -5.175, 4.6, -0.9, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 14:26:40.0, 50.224, -5.173, 4.7, -0.4, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 14:33:33.6, 50.226, -5.169, 4.5, -0.6, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 14:45:35.5, 50.223, -5.172, 4.7, -0.5, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 14:45:49.0, 50.224, -5.170, 4.5, -0.9, 5, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 14:49:06.0, 50.224, -5.171, 4.6, -0.9, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 14:49:48.9, 50.224, -5.173, 4.7, 0.2, 8, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 14:51:34.4, 50.225, -5.170, 4.6, -1.0, 4, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 14:51:37.9, 50.224, -5.171, 4.6, -0.5, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 14:53:57.1, 50.224, -5.174, 4.7, -0.0, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:04:17.8, 50.223, -5.175, 4.7, -0.7, 5, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:05:25.0, 50.224, -5.173, 4.7, -0.8, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:05:27.0, 50.224, -5.174, 4.6, -0.4, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:09:04.1, 50.224, -5.173, 4.8, -0.1, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:12:53.1, 50.224, -5.171, 4.8, -0.7, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:13:24.7, 50.222, -5.172, 4.9, -0.8, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:13:59.9, 50.223, -5.173, 4.5, -1.1, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:14:03.6, 50.223, -5.176, 4.6, -0.7, 5, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:14:40.3, 50.224, -5.172, 4.8, -0.2, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:28:06.5, 50.224, -5.175, 4.5, -0.5, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:28:08.9, 50.224, -5.177, 4.6, -0.8, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:28:15.4, 50.224, -5.172, 4.8, -0.4, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 15:37:04.0, 50.224, -5.174, 4.7, -0.4, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 17:17:09.8, 50.223, -5.173, 4.7, -0.9, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-02, 23:25:43.5, 50.224, -5.173, 4.8, -0.0, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-08-03, 05:02:29.7, 50.227, -5.169, 4.3, -0.3, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-08-03, 20:41:37.1, 50.224, -5.174, 4.5, -0.9, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-08-04, 03:27:02.5, 50.225, -5.175, 4.6, -1.0, 8, 0.0, , I , CARHARRACK,CORNWALL
2020-08-04, 04:02:54.3, 56.187, -4.948, 8.9, 0.6, 4, 0.3, , , LOCH GOIL,ARGYLL/BUTE
2020-08-05, 22:57:24.4, 56.040, -5.259, 2.9, 0.7, 5, 0.1, , , LOCHGAIR,ARGYLL & BUTE
2020-08-06, 23:45:40.3, 55.919, -4.367, 4.9, 0.7, 4, 0.1, , , BEARSDEN,E DUNB'SHIRE
2020-08-07, 06:22:34.8, 52.020, -3.577, 14.1, 1.1, 5, 0.1, , , TIRABAD,POWYS
2020-08-08, 11:09:41.7, 51.592, -3.405, 2.1, 1.0, 5, 0.2, , , TONYREFAIL,RHONDDA CT
2020-08-09, 02:04:24.9, 54.038, -0.495, 20.6, 1.2, 9, 0.2, , , DRIFFIELD,E YORKSHIRE
2020-08-09, 08:08:15.1, 56.212, -5.286, 4.6, 0.0, 3, 0.1, , , EREDINE,ARGYLL & BUTE
2020-08-12, 00:14:12.5, 52.319, -1.789, 7.0, 0.9, 6, 0.1, , , HENLEY,WARWICKSHIRE
2020-08-12, 04:35:22.4, 51.877, -2.833, 18.7, 0.9, 7, 0.1, , , CROSS ASH,MONMOUTHSHIRE
2020-08-14, 03:52:42.3, 52.995, -2.182, 13.7, 0.7, 6, 0.3, , , STOKE-ON-TRENT,STAFFS
2020-08-16, 15:15:50.5, 54.153, -2.968, 4.1, 0.5, 6, 0.1, , , FLOOKBURGH,CUMBRIA
2020-08-17, 06:07:18.5, 52.830, -1.078, 7.1, 1.2, 9, 0.2, , , WYSALL,NOTTINGHAMSHIRE
2020-08-19, 13:48:19.4, 52.208, -2.405, 8.2, 0.9, 6, 0.2, , , WHITBOURNE,HEREF
2020-08-19, 22:12:08.9, 56.825, -5.248, 13.6, 0.6, 5, 0.3, , , DUISKY,HIGHLAND
2020-08-20, 01:29:15.5, 56.401, -5.696, 2.5, 0.9, 5, 0.1, , , MULL,ARGYLL & BUTE
2020-08-20, 16:12:19.9, 52.018, -3.562, 13.9, 1.2, 6, 0.2, , , TIRABAD,POWYS
2020-08-21, 06:42:11.4, 56.135, -4.027, 6.9, 0.7, 6, 0.1, , , GARGUNNOCK,STIRLING
2020-08-21, 17:41:52.3, 57.183, -5.766, 7.9, 2.6, 12, 0.4, 3 , , SKYE,HIGHLAND
2020-08-23, 23:13:34.7, 56.190, -4.938, 7.8, 0.2, 3, 0.4, , , LOCH GOIL,ARGYLL/BUTE
2020-08-24, 05:15:53.0, 55.852, -5.360, 14.1, 0.6, 6, 0.3, , , TARBERT,ARGYLL & BUTE
2020-08-26, 22:24:51.8, 50.280, -5.308, 7.6, -0.1, 9, 0.0, , , PORTREATH,CORNWALL
2020-08-28, 10:19:55.6, 56.520, -5.439, 4.5, 1.0, 4, 0.3, 2 , , BENDERLOCH,ARGYLL/BUTE
2020-08-30, 18:10:19.9, 51.593, -3.421, 2.5, 1.3, 10, 0.3, 3 , , TONYREFAIL,RHONDDA CT
2020-08-30, 20:14:55.1, 56.088, -5.307, 5.6, 0.6, 4, 0.1, , , LOCHGAIR,ARGYLL & BUTE
2020-08-31, 00:39:50.1, 51.594, -3.418, 2.0, 0.8, 8, 0.2, , , TONYREFAIL,RHONDDA CT
2020-08-31, 01:16:38.5, 50.206, -4.128, 10.9, 1.7, 15, 0.3, , , ENGLISH CHANNEL
2020-08-31, 12:40:38.1, 55.095, -4.175, 9.4, 0.5, 7, 0.3, , , DALRY,D & G
2020-09-01, 08:46:06.4, 55.916, -4.834, 15.6, 0.6, 6, 0.2, , , INVERKIP,INVERCLYDE
2020-09-02, 15:29:02.3, 56.291, -3.753, 8.3, 1.3, 7, 0.3, 3 , , BLACKFORD,PERTH/KINROSS
2020-09-03, 01:04:03.0, 56.269, -3.740, 2.7, 0.4, 6, 0.1, , , BLACKFORD,PERTH/KINROSS
2020-09-04, 04:38:07.7, 51.416, -2.587, 5.7, 1.0, 7, 0.3, , , BRISTOL,CITY OF BRISTOL
2020-09-06, 02:55:11.0, 56.526, -5.348, 9.5, 0.8, 5, 0.2, , , BARCALDINE,ARGYLL/BUTE
2020-09-06, 10:44:11.8, 51.593, -3.412, 2.2, 1.4, 9, 0.2, , , TONYREFAIL,RHONDDA CT
2020-09-08, 08:45:28.9, 51.926, -0.737, 10.0, 3.5, 40, 0.7, 6 , , LEIGHTON BUZZARD,BEDS
2020-09-10, 08:21:51.4, 55.289, -3.516, 7.7, 0.8, 8, 0.2, , , BEATTOCK,D & G
2020-09-12, 23:14:01.7, 51.591, -3.429, 2.2, 0.8, 6, 0.3, , , TONYREFAIL,RHONDDA CT
2020-09-13, 08:09:31.0, 56.503, -3.907, 6.2, 1.2, 7, 0.2, , , AUCHNACLOICH,P & K
2020-09-13, 10:58:39.5, 56.181, -4.946, 7.9, 0.6, 4, 0.2, , , LOCH GOIL,ARGYLL/BUTE
2020-09-13, 12:58:51.4, 56.183, -4.944, 7.7, 0.5, 4, 0.3, , , LOCH GOIL,ARGYLL/BUTE
2020-09-13, 14:34:19.6, 56.283, -3.746, 7.9, 1.2, 6, 0.1, , , BLACKFORD,PERTH/KINROSS
2020-09-13, 14:38:06.7, 56.291, -3.733, 6.5, 1.1, 6, 0.2, , , ENGLISH CHANNEL
2020-09-13, 23:20:52.6, 51.911, -0.709, 10.0, 2.1, 19, 0.7, 3 , , LEIGHTON BUZZARD,BEDS
2020-09-14, 06:11:26.4, 51.925, -0.730, 10.0, 1.3, 7, 0.9, , , LEIGHTON BUZZARD,BEDS
2020-09-14, 16:37:48.4, 56.284, -3.745, 7.7, 1.4, 10, 0.3, , , BLACKFORD,PERTH/KINROSS
2020-09-15, 03:28:46.0, 51.924, -0.740, 10.0, 1.1, 7, 0.9, , , LEIGHTON BUZZARD,BEDS
2020-09-16, 02:39:36.4, 49.080, -1.671, 14.7, 2.8, 15, 0.2, 3 , , JERSEY,CHANNEL ISLANDS
2020-09-17, 17:31:42.2, 53.585, -6.130, 17.8, 1.1, 10, 0.2, , , SKERRIES,CO DUBLIN
2020-09-19, 23:33:57.3, 50.273, -5.395, 7.8, 0.7, 12, 0.1, , , PORTREATH,CORNWALL
2020-09-22, 08:32:15.9, 51.919, -0.679, 10.0, 3.0, 20, 0.7, 4 , , LEIGHTON BUZZARD,BEDS
2020-09-22, 12:39:21.8, 51.930, -0.712, 10.0, 2.1, 13, 0.4, 3 , , LEIGHTON BUZZARD,BEDS
2020-09-22, 18:46:02.1, 54.380, -4.305, 8.2, 0.7, 8, 0.3, , , IRISH SEA
2020-09-23, 22:20:41.1, 57.205, -5.550, 4.3, 1.0, 5, 0.2, , , GLENELG,HIGHLAND
2020-09-24, 11:11:45.7, 53.123, -3.039, 7.7, 1.7, 11, 0.4, , , HOPE,FLINTSHIRE
2020-09-28, 04:54:06.3, 56.274, -3.735, 2.5, 2.3, 15, 0.3, 3 , , BLACKFORD,PERTH/KINROSS
2020-09-29, 14:48:33.9, 50.224, -5.174, 4.4, -0.8, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-09-29, 15:23:48.6, 50.224, -5.173, 4.6, -0.3, 8, 0.0, , I , CARHARRACK,CORNWALL
2020-09-29, 15:24:10.5, 50.225, -5.175, 4.6, -0.9, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-09-29, 15:28:20.2, 50.224, -5.172, 4.9, -0.9, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-09-29, 15:32:37.0, 50.223, -5.174, 4.2, -0.7, 6, 0.0, , I , CARHARRACK,CORNWALL
2020-09-29, 15:36:55.3, 50.224, -5.174, 4.8, -0.3, 7, 0.0, , I , CARHARRACK,CORNWALL
2020-09-29, 15:57:33.5, 50.228, -5.172, 4.3, -1.0, 4, 0.0, , I , CARHARRACK,CORNWALL
